full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,price_per_km,log_resale_price
2015 Maruti Alto 800 LXI,2.2,2015,796,Third Party insurance,Manual,120000,Second Owner,Petrol,47.3,5,22.74,Hatchback,Jaipur,1.83E-05,1.16315081
2022 Renault KWID 1.0 RXL BSVI,5.5,2022,999,Third Party insurance,Manual,20000,First Owner,Petrol,67.06,5,21.46,Hatchback,Jaipur,0.000275,1.871802177
2012 Maruti Swift Dzire LDi,3.4,2012,1248,Third Party insurance,Manual,150000,First Owner,Diesel,73.9,5,19.3,Sedan,Jaipur,2.27E-05,1.481604541
2008 Maruti Alto LXi,90000,2008,796,Third Party insurance,Manual,40000,First Owner,Petrol,46.3,5,19.7,Hatchback,Jaipur,2.25,11.40757606
2021 Renault Triber RXT BSVI,7.8,2021,999,Third Party insurance,Manual,30000,First Owner,Petrol,71.01,7,20,MUV,Jaipur,0.00026,2.174751721
2004 Maruti 800 Std MPFi,40000,2004,796,Third Party insurance,Manual,70000,Fourth Owner,Petrol,37,4,16.1,Hatchback,Jaipur,0.571428571,10.59665973
2007 Maruti Alto LX,70000,2007,796,Third Party insurance,Manual,80000,First Owner,Petrol,46.3,5,19.7,Hatchback,Jaipur,0.875,11.15626481
2017 Tata Nexon 1.5 Diesel,5.5,2017,1497,Third Party insurance,Manual,70000,First Owner,Diesel,108.5,5,,SUV,Jaipur,7.86E-05,1.871802177
2013 Honda Brio S MT,1.8,2013,1198,Third Party insurance,Manual,90000,Third Owner,Petrol,86.8,5,19.4,Hatchback,Jaipur,2.00E-05,1.029619417
2018 Honda City i-VTEC V,6,2018,1497,Third Party insurance,Manual,40000,First Owner,Petrol,117.6,5,17.4,Sedan,Jaipur,0.00015,1.945910149
2015 Datsun GO T BSIV,1.6,2015,1198,Third Party insurance,Manual,80000,First Owner,Petrol,67,5,20.63,Hatchback,Jaipur,2.00E-05,0.955511445
2016 Maruti Alto 800 LXI,1.9,2016,796,Third Party insurance,Manual,70000,First Owner,Petrol,47.3,5,24.7,Hatchback,Jaipur,2.71E-05,1.064710737
2021 Mahindra Bolero Pik Up Extra Long CBC 1.7T,10,2021,2523,Third Party insurance,Manual,30000,Second Owner,Diesel,75.09,2,14.3,Pickup,Jaipur,0.000333333,2.397895273
2011 Maruti Alto LXi,2,2011,796,Third Party insurance,Manual,90000,Second Owner,Petrol,46.3,5,19.7,Hatchback,Jaipur,2.22E-05,1.098612289
2012 Hyundai i10 Magna,2,2012,1197,Third Party insurance,Manual,150000,Second Owner,Petrol,78.9,5,20.36,Hatchback,Jaipur,1.33E-05,1.098612289
2012 Mahindra Xylo E9,4,2012,2179,Third Party insurance,Manual,150000,Second Owner,Diesel,120,8,13,MUV,Jaipur,2.67E-05,1.609437912
2015 Hyundai Xcent 1.2 Kappa S,4,2015,1197,Third Party insurance,Manual,40000,First Owner,Petrol,82,5,19.1,Sedan,Jaipur,0.0001,1.609437912
2019 Tata Nexon 1.2 Revotron XM,7.1,2019,1198,Third Party insurance,Manual,30000,First Owner,Petrol,108.5,5,17,SUV,Jaipur,0.000236667,2.091864062
2017 Hyundai Grand i10 1.2 Kappa Asta,4.5,2017,1197,Third Party insurance,Manual,30000,First Owner,Petrol,81.86,5,18.9,Hatchback,Kolkata,0.00015,1.704748092
2014 Hyundai Grand i10 Asta Option,3.43,Jun-14,1197,Third Party,Manual,55675,Second Owner,Petrol,82,5,18.9,Hatchback,Kolkata,6.16E-05,1.488399584
2015 Hyundai Grand i10 Sportz,3.16,Jun-15,1197,Third Party,Manual,91591,Second Owner,Petrol,82,5,18.9,Hatchback,Kolkata,3.45E-05,1.425515074
2017 Maruti Ciaz VXi Option,5.55,Jun-17,1373,Third Party,Manual,29119,First Owner,Petrol,91.1,5,20.73,Sedan,Kolkata,0.000190597,1.87946505
2016 Hyundai Grand i10 Sportz,4,2016,1197,Third Party insurance,Manual,90000,First Owner,Petrol,82,5,18.9,Hatchback,Kolkata,4.44E-05,1.609437912
2016 Hyundai i20 Sportz 1.2,4.07,Jun-16,1197,Third Party,Manual,86875,First Owner,Petrol,81.83,5,18.6,Hatchback,Kolkata,4.68E-05,1.623340818
2013 Hyundai EON D Lite Plus,1.64,Jun-13,814,Third Party,Manual,75730,Second Owner,Petrol,55.2,5,21.1,Hatchback,Kolkata,2.17E-05,0.970778917
2020 Datsun RediGO T,3.62,Jun-20,799,Third Party,Manual,9732,First Owner,Petrol,53.64,5,22.7,Hatchback,Kolkata,0.000371969,1.530394705
2016 Maruti SX4 S Cross DDiS 200 Zeta,3.94,Jun-16,1248,Third Party,Manual,117495,First Owner,Diesel,88.5,5,23.65,SUV,Kolkata,3.35E-05,1.597365331
2017 Maruti Alto 800 LXI,2.83,Nov-17,796,Zero Dep,Manual,28807,First Owner,Petrol,47.33,5,22.05,Hatchback,Kolkata,9.82E-05,1.342864803
2020 Hyundai Santro Sportz AMT,6,Jun-20,1086,Comprehensive,Automatic,11476,Second Owner,Petrol,68.05,5,20.3,Hatchback,Kolkata,0.00052283,1.945910149
2022 Tata Punch Adventure Rhythm BSVI,5.9,2022,1199,Third Party insurance,Manual,10000,Second Owner,Petrol,86.63,5,20.09,SUV,Kolkata,0.00059,1.931521412
2017 Mercedes-Benz C-Class C 220 CDI Avantgarde,25,2017,2143,Third Party insurance,Automatic,30000,First Owner,Diesel,170,5,19.27,Sedan,Kolkata,0.000833333,3.258096538
2015 Hyundai Xcent 1.2 Kappa AT SX Option,4.5,2015,1197,Third Party insurance,Automatic,70000,Second Owner,Petrol,82,5,16.9,Sedan,Kolkata,6.43E-05,1.704748092
2014 Tata Manza Club Class Quadrajet90 LX,2.2,2014,1248,Third Party insurance,Manual,70000,Second Owner,Diesel,88.76,5,21.02,Sedan,Kolkata,3.14E-05,1.16315081
2015 Hyundai Grand i10 Sportz,3.5,2015,1197,Third Party insurance,Manual,20000,First Owner,Petrol,82,5,18.9,Hatchback,Kolkata,0.000175,1.504077397
2020 MG Hector Plus Smart DCT,15.5,2020,1451,Third Party insurance,Automatic,60000,First Owner,Petrol,141,6,11.67,SUV,Kolkata,0.000258333,2.803360381
2016 Hyundai Grand i10 CRDi Sportz,3.3,2016,1120,Third Party insurance,Manual,50000,Fourth Owner,Diesel,70,5,24,Hatchback,Kolkata,6.60E-05,1.458615023
2015 Hyundai Verna 1.6 VTVT S,7.5,2015,1591,Third Party insurance,Manual,60000,First Owner,Petrol,121.3,5,17.01,Sedan,Kolkata,0.000125,2.140066163
2014 Hyundai EON Era Plus,2.09,Nov-14,814,Third Party,Manual,24622,Third Owner,Petrol,55.2,5,21.1,Hatchback,Kolkata,8.49E-05,1.128171091
2014 Honda Brio S MT,2.62,Jan-15,1198,Comprehensive,Manual,50650,Second Owner,Petrol,86.8,5,19.4,Hatchback,Kolkata,5.17E-05,1.286474026
2014 Maruti Celerio VXI AMT,3.06,Sep-14,998,Comprehensive,Automatic,14173,Second Owner,Petrol,65.71,5,26.68,Hatchback,Kolkata,0.000215903,1.401182974
2017 Honda City i VTEC V,6.14,Jan-18,1497,Comprehensive,Manual,32844,First Owner,Petrol,117.3,5,17.8,Sedan,Kolkata,0.000186944,1.965712776
2022 Tata Tigor XZ Plus CNG BSVI,8.04,Jul-22,1199,Comprehensive,Manual,13145,First Owner,CNG,72.4,5,26.49,Sedan,Kolkata,0.000611639,2.201659174
2016 Maruti Swift VXI Optional,4.08,Sep-16,1197,Comprehensive,Manual,57221,First Owner,Petrol,81.8,5,20.4,Hatchback,Kolkata,7.13E-05,1.625311262
2022 Tata Tiago XZ Plus CNG BSVI,7.74,Jul-23,1199,Comprehensive,Manual,5198,First Owner,CNG,72,5,26.49,Hatchback,Kolkata,0.001489034,2.16791019
2016 Honda Amaze S i-Vtech,3.71,Jun-16,1198,Comprehensive,Manual,65916,Second Owner,Petrol,86.7,5,18,Sedan,Kolkata,5.63E-05,1.549687908
2019 Renault KWID RXT Optional,3.82,Feb-20,799,Third Party insurance,Manual,12873,First Owner,Petrol,53.3,5,25.17,Hatchback,Kolkata,0.000296745,1.572773928
2019 Maruti Vitara Brezza ZDi AMT,7.29,Sep-19,1248,Comprehensive,Automatic,89657,First Owner,Diesel,88.5,5,24.3,SUV,Kolkata,8.13E-05,2.115049969
2016 Hyundai Grand i10 Asta Option,3.42,Jul-16,1197,Third Party,Manual,85435,First Owner,Petrol,82,5,18.9,Hatchback,Kolkata,4.00E-05,1.486139696
2017 Mahindra XUV500 W4,8.5,2017,2179,Third Party insurance,Manual,70000,Second Owner,Diesel,140,7,16,SUV,Kolkata,0.000121429,2.251291799
2020 MG Hector Sharp DCT,14.99,2020,1451,Third Party insurance,Automatic,30000,Second Owner,Petrol,141,5,13.96,SUV,Kolkata,0.000499667,2.771963527
2020 Tata Nexon XM S BSVI,7.63,2020,1199,Third Party insurance,Manual,30000,First Owner,Petrol,118.35,5,17.33,SUV,Kolkata,0.000254333,2.155244505
2022 Hyundai Venue SX Plus Turbo DCT,10,2022,998,Third Party insurance,Automatic,10000,First Owner,Petrol,118.35,5,18.15,SUV,Kolkata,0.001,2.397895273
2017 Hyundai Grand i10 Magna,4.5,2017,1197,Third Party insurance,Manual,30000,First Owner,Petrol,82,5,18.9,Hatchback,Kolkata,0.00015,1.704748092
2022 Toyota Innova Crysta 2.4 ZX 7 STR,24,2022,2393,Third Party insurance,Manual,10000,First Owner,Diesel,148,7,12,MUV,Kolkata,0.0024,3.218875825
2020 MG Hector Sharp DCT,14.99,2020,1451,Third Party insurance,Automatic,30000,Second Owner,Petrol,141,5,13.96,SUV,Kolkata,0.000499667,2.771963527
2020 Mercedes-Benz C-Class Progressive C 220d,39.8,2020,1950,Third Party insurance,Automatic,30000,First Owner,Diesel,194,5,12.6,Sedan,Kolkata,0.001326667,3.708682081
2021 Maruti Swift Dzire ZXI Plus BSVI,6.95,Feb-21,1197,Third Party insurance,Manual,23227,Second Owner,Petrol,88.5,5,22.41,Sedan,Kolkata,0.000299221,2.073171929
2017 Maruti Baleno 1.2 Delta,4.11,Feb-17,1197,Third Party,Manual,77577,First Owner,Petrol,83.1,5,21.4,Hatchback,Kolkata,5.30E-05,1.631199404
2011 Maruti Alto K10 LXI,1.45,Apr-11,998,Comprehensive,Manual,42709,First Owner,Petrol,65.71,5,24.39,Hatchback,Kolkata,3.40E-05,0.896088025
2018 Honda Amaze V Petrol BSIV,4.76,Aug-18,1199,Zero Dep,Manual,66677,First Owner,Petrol,88.76,5,19.5,Sedan,Kolkata,7.14E-05,1.750937475
2016 Hyundai Grand i10 Sportz,3.62,Feb-16,1197,Third Party,Manual,39699,First Owner,Petrol,82,5,18.9,Hatchback,Kolkata,9.12E-05,1.530394705
2010 Hyundai i20 1.2 Magna,1.93,Mar-10,1197,Third Party insurance,Manual,87845,First Owner,Petrol,805200,5,18.5,Hatchback,Kolkata,2.20E-05,1.075002423
2018 Toyota Yaris V BSIV,6.86,Feb-19,1496,Comprehensive,Manual,13327,Second Owner,Petrol,105.5,5,17.1,Sedan,Kolkata,0.000514745,2.061786606
2015 Honda Amaze EX i-Vtech,2.76,Apr-15,1198,Third Party,Manual,82879,Second Owner,Petrol,86.7,5,18,Sedan,Kolkata,3.33E-05,1.324418957
2011 Toyota Etios Liva G,1.98,Dec-11,1197,Third Party,Manual,55314,First Owner,Petrol,,5,18.3,Hatchback,Kolkata,3.58E-05,1.091923301
2018 Hyundai Verna VTVT 1.6 AT SX Option,8.54,Feb-18,1591,Third Party,Automatic,25314,Second Owner,Petrol,121.3,5,17,Sedan,Kolkata,0.000337363,2.255493485
2017 Maruti Baleno 1.2 Delta,4.08,Mar-17,1197,Third Party,Manual,74006,First Owner,Petrol,83.1,5,21.4,Hatchback,Kolkata,5.51E-05,1.625311262
2020 Honda City ZX CVT,9.85,2020,1498,Third Party insurance,Automatic,30000,First Owner,Petrol,119.35,5,18.3,Sedan,Kolkata,0.000328333,2.38416508
2017 BMW 3 Series GT Luxury Line,24.9,2017,1995,Third Party insurance,Automatic,60000,First Owner,Diesel,188,5,21.76,Sedan,Kolkata,0.000415,3.254242969
2016 BMW X1 xDrive 20d M Sport,19.5,2016,1995,Third Party insurance,Automatic,30000,First Owner,Diesel,188,5,20.68,SUV,Kolkata,0.00065,3.020424886
2016 Toyota Fortuner 4x2 AT,16.4,2016,2982,Third Party insurance,Automatic,90000,First Owner,Diesel,168.5,7,12.55,SUV,Kolkata,0.000182222,2.856470206
2016 BMW X3 xDrive30d M Sport,24.6,2016,2993,Third Party insurance,Automatic,40000,First Owner,Diesel,258,5,16.55,SUV,Kolkata,0.000615,3.242592351
2016 BMW X1 xDrive 20d M Sport,19.5,2016,1995,Third Party insurance,Automatic,30000,First Owner,Diesel,188,5,20.68,SUV,Kolkata,0.00065,3.020424886
2020 Mahindra KUV 100 NXT G80 K4 Plus 6Str,4.7,2020,1198,Third Party insurance,Manual,60000,Second Owner,Petrol,82,6,18.15,Hatchback,Kolkata,7.83E-05,1.740466175
2007 Maruti Alto 800 LXI,28000,2007,796,Third Party insurance,Manual,30000,Second Owner,Petrol,47.3,5,24.7,Hatchback,Kolkata,0.933333333,10.2399955
2016 Maruti Alto 800 LXI,2.24,Apr-16,796,Third Party,Manual,39492,First Owner,Petrol,47.33,5,22.05,Hatchback,Kolkata,5.67E-05,1.17557333
2014 Hyundai Grand i10 Asta Option,3.36,Aug-14,1197,Comprehensive,Manual,42866,Second Owner,Petrol,82,5,18.9,Hatchback,Kolkata,7.84E-05,1.472472057
2015 Maruti Celerio VXI,2.73,Sep-15,998,Comprehensive,Manual,82778,First Owner,Petrol,65.71,5,25.24,Hatchback,Kolkata,3.30E-05,1.316408234
2021 Maruti Swift ZXI,6.28,Apr-21,1197,Third Party,Manual,14567,First Owner,Petrol,88.5,5,22.38,Hatchback,Kolkata,0.000431111,1.985130862
2017 Maruti Baleno 1.2 Alpha,4.5,Apr-17,1197,Third Party,Manual,99536,First Owner,Petrol,83.1,5,21.4,Hatchback,Kolkata,4.52E-05,1.704748092
2017 Honda WR-V i-VTEC VX,6.01,Sep-17,1199,Comprehensive,Manual,65148,First Owner,Petrol,88.7,5,17.5,SUV,Kolkata,9.23E-05,1.947337701
2014 Maruti Alto 800 LXI,1.68,Sep-14,796,Comprehensive,Manual,85119,First Owner,Petrol,47.33,5,22.05,Hatchback,Kolkata,1.97E-05,0.985816795
2014 Maruti Wagon R Stingray VXI,2.84,Sep-14,998,Comprehensive,Manual,24324,First Owner,Petrol,67.04,5,20.51,Hatchback,Kolkata,0.000116757,1.345472367
2017 Hyundai Grand i10 1.2 CRDi Magna,3.69,Dec-17,1186,Third Party,Manual,73769,First Owner,Diesel,73.97,5,24,Hatchback,Kolkata,5.00E-05,1.545432582
2017 Honda Jazz 1.5 V i DTEC,3.84,Mar-17,1498,Comprehensive,Manual,66075,First Owner,Diesel,98.6,5,27.3,Hatchback,Kolkata,5.81E-05,1.576914721
2014 Maruti Alto 800 LXI,1.8,2014,796,Third Party insurance,Manual,70000,First Owner,Petrol,47.3,5,22.74,Hatchback,Kolkata,2.57E-05,1.029619417
2005 Maruti Wagon R LX,40000,2005,998,Third Party insurance,Manual,60000,First Owner,Petrol,67.1,5,18.9,Hatchback,Kolkata,0.666666667,10.59665973
2019 Hyundai Creta 1.6 VTVT SX Plus,10.2,2019,1591,Third Party insurance,Manual,50000,Second Owner,Petrol,121.3,5,13,SUV,Kolkata,0.000204,2.415913778
2008 Maruti Alto LX,1.3,2008,796,Third Party insurance,Manual,20000,First Owner,Petrol,46.3,5,19.7,Hatchback,Kolkata,6.50E-05,0.832909123
2011 Maruti Wagon R LXI BS IV,1.45,2011,998,Third Party insurance,Manual,90000,Fourth Owner,Petrol,67.1,5,18.9,Hatchback,Kolkata,1.61E-05,0.896088025
2013 Hyundai i10 Sportz,2.8,2013,1197,Third Party insurance,Manual,20000,First Owner,Petrol,78.9,5,20.36,Hatchback,Kolkata,0.00014,1.335001067
2005 Tata Sumo Victa EX 10/7 Str BSII,1.1,2005,1948,Third Party insurance,Manual,120000,First Owner,Diesel,68,10,12.2,Tata,Kolkata,9.17E-06,0.741937345
2014 Hyundai Verna 1.4 VTVT,3.5,2014,1396,Third Party insurance,Manual,40000,Third Owner,Petrol,105.5,5,17.43,Sedan,Kolkata,8.75E-05,1.504077397
2013 Ford Ecosport 1.0 Ecoboost Titanium,4.25,Nov-13,999,Comprehensive,Manual,59978,Second Owner,Petrol,123.37,5,18.88,SUV,Kolkata,7.09E-05,1.658228077
2019 Maruti Alto 800 LXI,2.85,Jun-19,796,Third Party insurance,Manual,2619,First Owner,Petrol,47.33,5,22.05,Hatchback,Kolkata,0.001088202,1.348073148
2013 Honda Amaze S i-Vtech,2.78,Sep-13,1198,Third Party,Manual,73980,First Owner,Petrol,86.7,5,18,Sedan,Kolkata,3.76E-05,1.32972401
2014 Honda City i VTEC SV,3.8,May-14,1497,Comprehensive,Manual,63950,First Owner,Petrol,117.3,5,17.4,Sedan,Kolkata,5.94E-05,1.568615918
2014 Ford Ecosport 1.5 Ti VCT MT Titanium,3.9,Sep-14,1499,Comprehensive,Manual,47208,First Owner,Petrol,110,5,15.8,SUV,Kolkata,8.26E-05,1.589235205
2017 Honda City i-VTEC CVT ZX,6.84,Mar-17,1497,Comprehensive,Automatic,51007,Second Owner,Petrol,117.6,5,18,Sedan,Kolkata,0.000134099,2.059238834
2019 Maruti Alto 800 LXI,2.89,May-19,796,Third Party,Manual,22454,First Owner,Petrol,47.33,5,22.05,Hatchback,Kolkata,0.000128708,1.358409158
2019 Mahindra XUV500 W11 BSIV,11.24,Oct-19,2179,Third Party insurance,Manual,83508,Second Owner,Diesel,152.87,7,15.1,SUV,Kolkata,0.000134598,2.504709277
2011 Hyundai i10 Era 1.1 iTech SE,1.57,Sep-11,1086,Third Party,Manual,49342,Second Owner,Petrol,68.05,5,19.81,Hatchback,Kolkata,3.18E-05,0.943905899
2010 Maruti A-Star Vxi,1.62,Sep-10,998,Third Party,Manual,46559,First Owner,Petrol,66.1,5,19,Hatchback,Kolkata,3.48E-05,0.963174318
2014 Honda Amaze S i-Dtech,2.8,Jun-14,1498,Third Party insurance,Manual,99103,First Owner,Diesel,98.6,5,25.8,Sedan,Kolkata,2.83E-05,1.335001067
2018 Renault Captur 1.5 Diesel RXT Mono,6.71,Mar-19,1461,Comprehensive,Manual,68132,First Owner,Diesel,108.45,5,20.37,SUV,Kolkata,9.85E-05,2.042518188
2022 Jeep Compass Model S DCT BSVI,26.5,2022,1368,Third Party insurance,Automatic,10000,First Owner,Petrol,160.77,5,14.1,SUV,Kolkata,0.00265,3.314186005
2019 Hyundai i20 Petrol Spotz,6,2019,1197,Third Party insurance,Manual,10000,Second Owner,Petrol,81.86,5,18.6,Hatchback,Kolkata,0.0006,1.945910149
2022 Kia Seltos GTX Plus,16,2022,1353,Third Party insurance,Manual,10000,Second Owner,Petrol,138.08,5,16.5,SUV,Kolkata,0.0016,2.833213344
2011 Chevrolet Cruze LTZ AT,3.5,2011,1991,Third Party insurance,Automatic,60000,First Owner,Diesel,147.9,5,18.1,Sedan,Kolkata,5.83E-05,1.504077397
2019 Toyota Innova Crysta 2.4 GX MT BSIV,17,2019,2393,Third Party insurance,Manual,10000,First Owner,Diesel,147.8,7,13.68,MUV,Kolkata,0.0017,2.890371758
2021 Honda Amaze VX CVT Petrol,8.29,2021,1199,Third Party insurance,Automatic,10000,First Owner,Petrol,88.76,5,18.3,Sedan,Kolkata,0.000829,2.228938553
2015 Hyundai Grand i10 Asta,4.75,2015,1197,Third Party insurance,Manual,10000,First Owner,Petrol,82,5,18.9,Hatchback,Kolkata,0.000475,1.749199855
2022 Jeep Compass Model S DCT BSVI,26,2022,1368,Third Party insurance,Automatic,10000,First Owner,Petrol,160.77,5,14.1,SUV,Kolkata,0.0026,3.295836866
2014 Maruti Swift VXI,2.87,Feb-14,1197,Comprehensive,Manual,50772,First Owner,Petrol,88.5,5,22.38,Hatchback,Kolkata,5.65E-05,1.353254507
2019 Hyundai Grand i10 Nios Asta CRDi,6.61,Feb-20,1186,Third Party insurance,Manual,53084,First Owner,Diesel,73.97,5,26.2,Hatchback,Kolkata,0.00012452,2.029463172
2018 Tata Nexon 1.5 Revotorq XE,5.1,Jun-19,1497,Third Party insurance,Manual,83234,First Owner,Diesel,108.5,5,21.5,SUV,Kolkata,6.13E-05,1.808288771
2019 Maruti Baleno 1.2 CVT Zeta,6.87,Jun-19,1197,Zero Dep,Automatic,61113,First Owner,Petrol,83.1,5,21.4,Hatchback,Kolkata,0.000112415,2.063058062
2019 Honda City i-VTEC V,6.88,Jun-19,1497,Comprehensive,Manual,36936,First Owner,Petrol,117.6,5,17.4,Sedan,Kolkata,0.000186268,2.064327904
2016 Honda City i VTEC V,4.34,Aug-16,1497,Comprehensive,Manual,51336,Second Owner,Petrol,117.3,5,17.8,Sedan,Kolkata,8.45E-05,1.675225653
2016 Hyundai Creta 1.6 VTVT S,6.35,Feb-16,1591,Third Party,Manual,71128,First Owner,Petrol,121.3,5,15.29,SUV,Kolkata,8.93E-05,1.994700313
2016 Honda Amaze S i-Vtech,3.52,Nov-16,1198,Comprehensive,Manual,23808,First Owner,Petrol,86.7,5,18,Sedan,Kolkata,0.000147849,1.508511994
2015 Hyundai Creta 1.6 VTVT S,5.34,Aug-15,1591,Comprehensive,Manual,93177,First Owner,Petrol,121.3,5,15.29,SUV,Kolkata,5.73E-05,1.846878768
2019 Maruti Baleno 1.2 Alpha,5.8,Apr-19,1197,Third Party insurance,Manual,39725,First Owner,Petrol,83.1,5,21.4,Hatchback,Kolkata,0.000146004,1.916922612
2014 Maruti Swift Dzire VXI,3.28,Nov-14,1197,Comprehensive,Manual,69273,First Owner,Petrol,88.5,5,22.41,Sedan,Kolkata,4.73E-05,1.45395301
2012 Chevrolet Beat LT,1.7,2012,1199,Third Party insurance,Manual,30000,Second Owner,Petrol,79.4,5,18.6,Hatchback,Kolkata,5.67E-05,0.993251773
2021 Hyundai Venue S BSIV,6.5,2021,1197,Third Party insurance,Manual,40000,First Owner,Petrol,81.86,5,17.52,SUV,Kolkata,0.0001625,2.014903021
2021 Renault KWID Climber 1.0 AMT Opt,4.8,2021,999,Third Party insurance,Automatic,10000,First Owner,Petrol,67,5,22,Hatchback,Kolkata,0.00048,1.757857918
2015 Maruti Ertiga ZXI,7.5,2015,1373,Third Party insurance,Manual,20000,First Owner,Petrol,93.7,7,16.02,MUV,Kolkata,0.000375,2.140066163
2022 Tata Tiago XT Limited Edition,5.8,2022,1199,Third Party insurance,Manual,10000,First Owner,Petrol,84.82,5,20.09,Hatchback,Kolkata,0.00058,1.916922612
2017 Hyundai EON Era Plus,2.7,2017,814,Third Party insurance,Manual,10000,First Owner,Petrol,55.2,5,21.1,Hatchback,Kolkata,0.00027,1.30833282
2009 Mahindra Renault Logan 1.5 DLE Diesel,1.25,2009,1461,Third Party insurance,Manual,60000,First Owner,Diesel,65,5,19.2,Sedan,Kolkata,2.08E-05,0.810930216
2017 Maruti Baleno 1.2 Alpha,5.1,2017,1197,Third Party insurance,Manual,60000,First Owner,Petrol,83.1,5,21.4,Hatchback,Kolkata,8.50E-05,1.808288771
2019 Maruti Baleno 1.2 Zeta,5.9,Mar-19,1197,Third Party insurance,Manual,44310,First Owner,Petrol,83.1,5,21.4,Hatchback,Kolkata,0.000133153,1.931521412
2014 Hyundai i20 Sportz 1.2,3.93,Sep-14,1197,Third Party insurance,Manual,59870,First Owner,Petrol,82.85,5,18.5,Hatchback,Kolkata,6.56E-05,1.595338988
2017 Nissan Micra XV CVT,4.98,Mar-18,1198,Comprehensive,Automatic,12723,First Owner,Petrol,75.94,5,19.15,Hatchback,Kolkata,0.000391417,1.788420568
2010 Maruti Swift Dzire VXI,2.28,Mar-10,1197,Comprehensive,Manual,39541,First Owner,Petrol,88.5,5,22.41,Sedan,Kolkata,5.77E-05,1.187843422
2015 Honda Amaze VX i-Vtech,3.63,Jun-15,1198,Comprehensive,Manual,64685,Second Owner,Petrol,86.7,5,18,Sedan,Kolkata,5.61E-05,1.532556868
2015 Ford Ecosport 1.5 Ti VCT MT Trend,4.1,Aug-16,1499,Comprehensive,Manual,56394,First Owner,Petrol,110,5,15.8,SUV,Kolkata,7.27E-05,1.62924054
2020 Kia Seltos HTK Plus G,11.01,Nov-20,1497,Third Party insurance,Manual,15456,First Owner,Petrol,113.43,5,16.8,SUV,Kolkata,0.000712345,2.485739636
2014 Maruti Swift Dzire VXI,3.83,Apr-14,1197,Comprehensive,Manual,41582,First Owner,Petrol,88.5,5,22.41,Sedan,Kolkata,9.21E-05,1.574846468
2022 Honda City V MT,10.57,Feb-22,1498,Comprehensive,Manual,13407,First Owner,Petrol,119.35,5,18.6,Sedan,Kolkata,0.000788394,2.448415541
2022 Nissan Magnite XL BSVI,6.12,Apr-22,999,Comprehensive,Manual,1763,First Owner,Petrol,71.02,5,18.75,SUV,Kolkata,0.003471356,1.962907725
2019 Maruti Alto 800 VXI BSIV,3.7,Jan-20,796,Zero Dep,Manual,18060,First Owner,Petrol,47.3,5,24.7,Hatchback,Kolkata,0.000204873,1.547562509
2015 Hyundai i20 Magna 1.2,3.82,Jan-15,1197,Comprehensive,Manual,55541,First Owner,Petrol,81.83,5,18.6,Hatchback,Kolkata,6.88E-05,1.572773928
2011 Hyundai i10 Sportz 1.1L,2.5,2011,1086,Third Party insurance,Manual,30000,Second Owner,Petrol,68.05,5,19.81,Hatchback,Kolkata,8.33E-05,1.252762968
2017 Ford Ecosport 1.5 Petrol Ambiente BSIV,5,2017,1497,Third Party insurance,Manual,30000,First Owner,Petrol,121.36,5,17,SUV,Kolkata,0.000166667,1.791759469
2020 Mahindra Scorpio S11,15.3,2020,2179,Third Party insurance,Manual,90000,First Owner,Diesel,136.78,7,15.4,SUV,Kolkata,0.00017,2.791165108
2020 Kia Seltos HTX G,11.1,2020,1497,Third Party insurance,Manual,20000,First Owner,Petrol,113.43,5,16.8,SUV,Kolkata,0.000555,2.493205453
2013 Hyundai i10 Asta,3,2013,1197,Third Party insurance,Manual,40000,Second Owner,Petrol,78.9,5,20.36,Hatchback,Kolkata,7.50E-05,1.386294361
2017 Maruti Swift Dzire VDI,4.92,2017,1248,Third Party insurance,Manual,150000,Second Owner,Diesel,74,5,26.59,Sedan,Kolkata,3.28E-05,1.778336449
2018 Jeep Compass 2.0 Limited Plus BSIV,12,2018,1956,Third Party insurance,Manual,50000,First Owner,Diesel,170.63,5,17.1,SUV,Kolkata,0.00024,2.564949357
2013 Renault Duster 110PS Diesel RxL,3.1,2013,1461,Third Party insurance,Manual,150000,First Owner,Diesel,108.45,5,19.01,SUV,Kolkata,2.07E-05,1.410986974
2017 Honda Jazz 1.2 V i VTEC,4.2,Aug-17,1199,Comprehensive,Manual,47739,Second Owner,Petrol,88.7,5,18.7,Hatchback,Kolkata,8.80E-05,1.648658626
2021 Maruti Vitara Brezza LXI,7.01,Jun-21,1462,Comprehensive,Manual,29856,First Owner,Petrol,103.26,5,17.03,SUV,Kolkata,0.000234794,2.080690761
2013 Maruti A-Star Lxi,1.5,Jun-13,998,Third Party,Manual,39232,Third Owner,Petrol,66.1,5,19,Hatchback,Kolkata,3.82E-05,0.916290732
2019 Hyundai Santro Sportz BSIV,4.84,Jun-19,1086,Comprehensive,Manual,8594,First Owner,Petrol,68,5,20.3,Hatchback,Kolkata,0.000563184,1.764730797
2014 Hyundai i10 Magna 1.1L,2.32,Jun-14,1086,Third Party,Manual,15231,Second Owner,Petrol,68.05,5,19.81,Hatchback,Kolkata,0.000152321,1.199964783
